"File","Line","Content","ViolationType","ControlReference","Rule","Description","Suggestion"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\ManagementScreen.yaml","6","=Set(varActiveScreen, ""Management""); Set(varManagementTab, ""Users""); Set(varUserList, Table({ID: ""EMP001"", FullName: ""Nguyễn Văn An"", Email: ""an.nguyen@asiashine.com"", Department: ""Phòng Công nghệ thông tin"", Position: ""Nhân viên IT"", Role: ""Employee"", Manager: ""EMP002"", Status: ""Active""}, {ID: ""EMP002"", FullName: ""Trần Thị Bình"", Email: ""binh.tran@asiashine.com"", Department: ""Phòng Công nghệ thông tin"", Position: ""Trưởng phòng IT"", Role: ""Manager"", Manager: ""EMP003"", Status: ""Active""}, {ID: ""EMP003"", FullName: ""Lê Văn Cường"", Email: ""cuong.le@asiashine.com"", Department: ""Ban Giám đốc"", Position: ""Giám đốc Khối"", Role: ""Director"", Manager: ""EMP004"", Status: ""Active""}, {ID: ""HR001"", FullName: ""Võ Thị Hoa"", Email: ""hoa.vo@asiashine.com"", Department: ""Phòng Nhân sự"", Position: ""Chuyên viên HR"", Role: ""HR"", Manager: ""EMP003"", Status: ""Active""})); Set(varLeaveQuotaList, Table({EmployeeID: ""EMP001"", EmployeeName: ""Nguyễn Văn An"", Year: 2024, TotalDays: 12, UsedDays: 3, RemainingDays: 9}, {EmployeeID: ""EMP002"", EmployeeName: ""Trần Thị Bình"", Year: 2024, TotalDays: 15, UsedDays: 5, RemainingDays: 10}, {EmployeeID: ""EMP003"", EmployeeName: ""Lê Văn Cường"", Year: 2024, TotalDays: 18, UsedDays: 2, RemainingDays: 16}, {EmployeeID: ""HR001"", EmployeeName: ""Võ Thị Hoa"", Year: 2024, TotalDays: 12, UsedDays: 1, RemainingDays: 11})); Set(varHolidayList, Table({Date: Date(2024,1,1), Name: ""Tết Dương lịch"", Type: ""Public Holiday"", Status: ""Active""}, {Date: Date(2024,2,10), Name: ""Tết Nguyên đán (Mùng 1)"", Type: ""Public Holiday"", Status: ""Active""}, {Date: Date(2024,2,11), Name: ""Tết Nguyên đán (Mùng 2)"", Type: ""Public Holiday"", Status: ""Active""}, {Date: Date(2024,4,30), Name: ""Ngày Giải phóng miền Nam"", Type: ""Public Holiday"", Status: ""Active""}, {Date: Date(2024,5,1), Name: ""Ngày Quốc tế Lao động"", Type: ""Public Holiday"", Status: ""Active""})); Set(varApprovalWorkflow, Table({Level: 1, RoleName: ""Manager"", Description: ""Trưởng nhóm/Trưởng phòng"", RequiredFor: ""All requests""}, {Level: 2, RoleName: ""Director"", Description: ""Giám đốc Khối"", RequiredFor: ""Requests > 3 days""}, {Level: 3, RoleName: ""Director"", Description: ""Giám đốc Điều hành"", RequiredFor: ""Requests > 5 days""})); Set(varSelectedUser, Blank()); Set(varIsProcessing, false)","UnquotedControlWithSpecialChars","Public Holiday","7.1","Control name with special characters must be wrapped in single quotes","Use 'Public Holiday' instead of Public Holiday"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\ManagementScreen.yaml","6","=Set(varActiveScreen, ""Management""); Set(varManagementTab, ""Users""); Set(varUserList, Table({ID: ""EMP001"", FullName: ""Nguyễn Văn An"", Email: ""an.nguyen@asiashine.com"", Department: ""Phòng Công nghệ thông tin"", Position: ""Nhân viên IT"", Role: ""Employee"", Manager: ""EMP002"", Status: ""Active""}, {ID: ""EMP002"", FullName: ""Trần Thị Bình"", Email: ""binh.tran@asiashine.com"", Department: ""Phòng Công nghệ thông tin"", Position: ""Trưởng phòng IT"", Role: ""Manager"", Manager: ""EMP003"", Status: ""Active""}, {ID: ""EMP003"", FullName: ""Lê Văn Cường"", Email: ""cuong.le@asiashine.com"", Department: ""Ban Giám đốc"", Position: ""Giám đốc Khối"", Role: ""Director"", Manager: ""EMP004"", Status: ""Active""}, {ID: ""HR001"", FullName: ""Võ Thị Hoa"", Email: ""hoa.vo@asiashine.com"", Department: ""Phòng Nhân sự"", Position: ""Chuyên viên HR"", Role: ""HR"", Manager: ""EMP003"", Status: ""Active""})); Set(varLeaveQuotaList, Table({EmployeeID: ""EMP001"", EmployeeName: ""Nguyễn Văn An"", Year: 2024, TotalDays: 12, UsedDays: 3, RemainingDays: 9}, {EmployeeID: ""EMP002"", EmployeeName: ""Trần Thị Bình"", Year: 2024, TotalDays: 15, UsedDays: 5, RemainingDays: 10}, {EmployeeID: ""EMP003"", EmployeeName: ""Lê Văn Cường"", Year: 2024, TotalDays: 18, UsedDays: 2, RemainingDays: 16}, {EmployeeID: ""HR001"", EmployeeName: ""Võ Thị Hoa"", Year: 2024, TotalDays: 12, UsedDays: 1, RemainingDays: 11})); Set(varHolidayList, Table({Date: Date(2024,1,1), Name: ""Tết Dương lịch"", Type: ""Public Holiday"", Status: ""Active""}, {Date: Date(2024,2,10), Name: ""Tết Nguyên đán (Mùng 1)"", Type: ""Public Holiday"", Status: ""Active""}, {Date: Date(2024,2,11), Name: ""Tết Nguyên đán (Mùng 2)"", Type: ""Public Holiday"", Status: ""Active""}, {Date: Date(2024,4,30), Name: ""Ngày Giải phóng miền Nam"", Type: ""Public Holiday"", Status: ""Active""}, {Date: Date(2024,5,1), Name: ""Ngày Quốc tế Lao động"", Type: ""Public Holiday"", Status: ""Active""})); Set(varApprovalWorkflow, Table({Level: 1, RoleName: ""Manager"", Description: ""Trưởng nhóm/Trưởng phòng"", RequiredFor: ""All requests""}, {Level: 2, RoleName: ""Director"", Description: ""Giám đốc Khối"", RequiredFor: ""Requests > 3 days""}, {Level: 3, RoleName: ""Director"", Description: ""Giám đốc Điều hành"", RequiredFor: ""Requests > 5 days""})); Set(varSelectedUser, Blank()); Set(varIsProcessing, false)","UnquotedControlWithSpecialChars","All requests","7.1","Control name with special characters must be wrapped in single quotes","Use 'All requests' instead of All requests"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\ManagementScreen.yaml","295","Text: =""📊 Import Excel""","UnquotedControlWithSpecialChars","Import Excel","7.1","Control name with special characters must be wrapped in single quotes","Use 'Import Excel' instead of Import Excel"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\ManagementScreen.yaml","301","OnSelect: =Notify(""Chức năng import file Excel"", NotificationType.Information)","UnquotedControlWithSpecialChars","import file","7.1","Control name with special characters must be wrapped in single quotes","Use 'import file' instead of import file"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\DashboardScreen_SharePoint.yaml","5","OnVisible: =Set(varActiveScreen, ""Dashboard""); Set(varCurrentUser, LookUp(NguoiDung, Email = User().Email)); Set(varUserLeaveBalance, LookUp(SoNgayPhep, And(MaNhanVien = varCurrentUser.MaNhanVien, Nam = Year(Today())))); Set(varUserPermissions, LookUp(VaiTro, MaVaiTro = varCurrentUser.MaVaiTro).CacQuyen); Set(varMyRecentLeaves, Filter(DonNghiPhep, And(MaNhanVien = varCurrentUser.MaNhanVien, NgayTao >= DateAdd(Today(), -30)))); Set(varPendingApprovalsCount, Switch(varCurrentUser.MaVaiTro, ""MANAGER"", CountRows(Filter(DonNghiPhep, And(TrangThai = ""ChoDuyetCap1"", MaNhanVien in Filter(NguoiDung, MaQuanLy = varCurrentUser.MaNhanVien).MaNhanVien))), ""DIRECTOR"", CountRows(Filter(DonNghiPhep, TrangThai in [""ChoDuyetCap2"", ""ChoDuyetCap3""])), 0)); Set(varDashboardStats, {TotalLeave: varUserLeaveBalance.TongNgayDuocPhep, UsedLeave: varUserLeaveBalance.SoNgayDaNghi, RemainingLeave: varUserLeaveBalance.SoNgayConLai, PendingRequests: CountRows(Filter(varMyRecentLeaves, TrangThai in [""ChoDuyetCap1"", ""ChoDuyetCap2"", ""ChoDuyetCap3""])), ApprovedRequests: CountRows(Filter(varMyRecentLeaves, TrangThai = ""DaDuyet"")), RejectedRequests: CountRows(Filter(varMyRecentLeaves, TrangThai = ""TuChoi""))})","UnquotedControlWithSpecialChars","MaNhanVien in","7.1","Control name with special characters must be wrapped in single quotes","Use 'MaNhanVien in' instead of MaNhanVien in"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\DashboardScreen_SharePoint.yaml","5","OnVisible: =Set(varActiveScreen, ""Dashboard""); Set(varCurrentUser, LookUp(NguoiDung, Email = User().Email)); Set(varUserLeaveBalance, LookUp(SoNgayPhep, And(MaNhanVien = varCurrentUser.MaNhanVien, Nam = Year(Today())))); Set(varUserPermissions, LookUp(VaiTro, MaVaiTro = varCurrentUser.MaVaiTro).CacQuyen); Set(varMyRecentLeaves, Filter(DonNghiPhep, And(MaNhanVien = varCurrentUser.MaNhanVien, NgayTao >= DateAdd(Today(), -30)))); Set(varPendingApprovalsCount, Switch(varCurrentUser.MaVaiTro, ""MANAGER"", CountRows(Filter(DonNghiPhep, And(TrangThai = ""ChoDuyetCap1"", MaNhanVien in Filter(NguoiDung, MaQuanLy = varCurrentUser.MaNhanVien).MaNhanVien))), ""DIRECTOR"", CountRows(Filter(DonNghiPhep, TrangThai in [""ChoDuyetCap2"", ""ChoDuyetCap3""])), 0)); Set(varDashboardStats, {TotalLeave: varUserLeaveBalance.TongNgayDuocPhep, UsedLeave: varUserLeaveBalance.SoNgayDaNghi, RemainingLeave: varUserLeaveBalance.SoNgayConLai, PendingRequests: CountRows(Filter(varMyRecentLeaves, TrangThai in [""ChoDuyetCap1"", ""ChoDuyetCap2"", ""ChoDuyetCap3""])), ApprovedRequests: CountRows(Filter(varMyRecentLeaves, TrangThai = ""DaDuyet"")), RejectedRequests: CountRows(Filter(varMyRecentLeaves, TrangThai = ""TuChoi""))})","UnquotedControlWithSpecialChars","TrangThai in","7.1","Control name with special characters must be wrapped in single quotes","Use 'TrangThai in' instead of TrangThai in"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\DashboardScreen_SharePoint.yaml","5","OnVisible: =Set(varActiveScreen, ""Dashboard""); Set(varCurrentUser, LookUp(NguoiDung, Email = User().Email)); Set(varUserLeaveBalance, LookUp(SoNgayPhep, And(MaNhanVien = varCurrentUser.MaNhanVien, Nam = Year(Today())))); Set(varUserPermissions, LookUp(VaiTro, MaVaiTro = varCurrentUser.MaVaiTro).CacQuyen); Set(varMyRecentLeaves, Filter(DonNghiPhep, And(MaNhanVien = varCurrentUser.MaNhanVien, NgayTao >= DateAdd(Today(), -30)))); Set(varPendingApprovalsCount, Switch(varCurrentUser.MaVaiTro, ""MANAGER"", CountRows(Filter(DonNghiPhep, And(TrangThai = ""ChoDuyetCap1"", MaNhanVien in Filter(NguoiDung, MaQuanLy = varCurrentUser.MaNhanVien).MaNhanVien))), ""DIRECTOR"", CountRows(Filter(DonNghiPhep, TrangThai in [""ChoDuyetCap2"", ""ChoDuyetCap3""])), 0)); Set(varDashboardStats, {TotalLeave: varUserLeaveBalance.TongNgayDuocPhep, UsedLeave: varUserLeaveBalance.SoNgayDaNghi, RemainingLeave: varUserLeaveBalance.SoNgayConLai, PendingRequests: CountRows(Filter(varMyRecentLeaves, TrangThai in [""ChoDuyetCap1"", ""ChoDuyetCap2"", ""ChoDuyetCap3""])), ApprovedRequests: CountRows(Filter(varMyRecentLeaves, TrangThai = ""DaDuyet"")), RejectedRequests: CountRows(Filter(varMyRecentLeaves, TrangThai = ""TuChoi""))})","UnquotedControlWithSpecialChars","TrangThai in","7.1","Control name with special characters must be wrapped in single quotes","Use 'TrangThai in' instead of TrangThai in"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\DashboardScreen_SharePoint.yaml","434","Visible: =varCurrentUser.MaVaiTro in [""HR"", ""ADMIN"", ""DIRECTOR""]","UnquotedControlWithSpecialChars","MaVaiTro in","7.1","Control name with special characters must be wrapped in single quotes","Use 'MaVaiTro in' instead of MaVaiTro in"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\DashboardScreen_SharePoint.yaml","448","Visible: =varCurrentUser.MaVaiTro in [""HR"", ""ADMIN""]","UnquotedControlWithSpecialChars","MaVaiTro in","7.1","Control name with special characters must be wrapped in single quotes","Use 'MaVaiTro in' instead of MaVaiTro in"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\LeaveRequestScreen_SharePoint.yaml","115","- 'LeaveRequest.Form.EmployeeInfo.Container':","ProblematicControlPattern","LeaveRequest.Form.EmployeeInfo","8.12","Form control reference needs quotes","Use 'LeaveRequest.Form.EmployeeInfo' instead of LeaveRequest.Form.EmployeeInfo"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\LeaveRequestScreen_SharePoint.yaml","127","- 'LeaveRequest.Form.EmployeeInfo.Title':","ProblematicControlPattern","LeaveRequest.Form.EmployeeInfo","8.12","Form control reference needs quotes","Use 'LeaveRequest.Form.EmployeeInfo' instead of LeaveRequest.Form.EmployeeInfo"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\LeaveRequestScreen_SharePoint.yaml","140","- 'LeaveRequest.Form.EmployeeInfo.Details':","ProblematicControlPattern","LeaveRequest.Form.EmployeeInfo","8.12","Form control reference needs quotes","Use 'LeaveRequest.Form.EmployeeInfo' instead of LeaveRequest.Form.EmployeeInfo"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\LeaveRequestScreen_SharePoint.yaml","145","Y: ='LeaveRequest.Form.EmployeeInfo.Title'.Y + 'LeaveRequest.Form.EmployeeInfo.Title'.Height","ProblematicControlPattern","LeaveRequest.Form.EmployeeInfo","8.12","Form control reference needs quotes","Use 'LeaveRequest.Form.EmployeeInfo' instead of LeaveRequest.Form.EmployeeInfo"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\LeaveRequestScreen_SharePoint.yaml","145","Y: ='LeaveRequest.Form.EmployeeInfo.Title'.Y + 'LeaveRequest.Form.EmployeeInfo.Title'.Height","ProblematicControlPattern","LeaveRequest.Form.EmployeeInfo","8.12","Form control reference needs quotes","Use 'LeaveRequest.Form.EmployeeInfo' instead of LeaveRequest.Form.EmployeeInfo"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\LeaveRequestScreen_SharePoint.yaml","149","- 'LeaveRequest.Form.EmployeeID.Info':","ProblematicControlPattern","LeaveRequest.Form.EmployeeID","8.12","Form control reference needs quotes","Use 'LeaveRequest.Form.EmployeeID' instead of LeaveRequest.Form.EmployeeID"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\LeaveRequestScreen_SharePoint.yaml","161","- 'LeaveRequest.Form.EmployeeName.Info':","ProblematicControlPattern","LeaveRequest.Form.EmployeeName","8.12","Form control reference needs quotes","Use 'LeaveRequest.Form.EmployeeName' instead of LeaveRequest.Form.EmployeeName"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\LeaveRequestScreen_SharePoint.yaml","173","- 'LeaveRequest.Form.Department.Info':","ProblematicControlPattern","LeaveRequest.Form.Department","8.12","Form control reference needs quotes","Use 'LeaveRequest.Form.Department' instead of LeaveRequest.Form.Department"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\LeaveRequestScreen_SharePoint.yaml","186","- 'LeaveRequest.Form.Fields.Container':","ProblematicControlPattern","LeaveRequest.Form.Fields","8.12","Form control reference needs quotes","Use 'LeaveRequest.Form.Fields' instead of LeaveRequest.Form.Fields"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\LeaveRequestScreen_SharePoint.yaml","191","Y: ='LeaveRequest.Form.EmployeeInfo.Container'.Y + 'LeaveRequest.Form.EmployeeInfo.Container'.Height + Parent.Height * 0.03","ProblematicControlPattern","LeaveRequest.Form.EmployeeInfo","8.12","Form control reference needs quotes","Use 'LeaveRequest.Form.EmployeeInfo' instead of LeaveRequest.Form.EmployeeInfo"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\LeaveRequestScreen_SharePoint.yaml","191","Y: ='LeaveRequest.Form.EmployeeInfo.Container'.Y + 'LeaveRequest.Form.EmployeeInfo.Container'.Height + Parent.Height * 0.03","ProblematicControlPattern","LeaveRequest.Form.EmployeeInfo","8.12","Form control reference needs quotes","Use 'LeaveRequest.Form.EmployeeInfo' instead of LeaveRequest.Form.EmployeeInfo"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\LeaveRequestScreen_SharePoint.yaml","196","- 'LeaveRequest.Form.LeaveType.Container':","ProblematicControlPattern","LeaveRequest.Form.LeaveType","8.12","Form control reference needs quotes","Use 'LeaveRequest.Form.LeaveType' instead of LeaveRequest.Form.LeaveType"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\LeaveRequestScreen_SharePoint.yaml","205","- 'LeaveRequest.Form.LeaveType.Input':","ProblematicControlPattern","LeaveRequest.Form.LeaveType","8.12","Form control reference needs quotes","Use 'LeaveRequest.Form.LeaveType' instead of LeaveRequest.Form.LeaveType"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\LeaveRequestScreen_SharePoint.yaml","218","- 'LeaveRequest.Form.LeaveType.Dropdown':","ProblematicControlPattern","LeaveRequest.Form.LeaveType","8.12","Form control reference needs quotes","Use 'LeaveRequest.Form.LeaveType' instead of LeaveRequest.Form.LeaveType"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\LeaveRequestScreen_SharePoint.yaml","230","- 'LeaveRequest.Form.Session.Container':","ProblematicControlPattern","LeaveRequest.Form.Session","8.12","Form control reference needs quotes","Use 'LeaveRequest.Form.Session' instead of LeaveRequest.Form.Session"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\LeaveRequestScreen_SharePoint.yaml","239","- 'LeaveRequest.Form.Session.Input':","ProblematicControlPattern","LeaveRequest.Form.Session","8.12","Form control reference needs quotes","Use 'LeaveRequest.Form.Session' instead of LeaveRequest.Form.Session"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\LeaveRequestScreen_SharePoint.yaml","252","- 'LeaveRequest.Form.Session.Dropdown':","ProblematicControlPattern","LeaveRequest.Form.Session","8.12","Form control reference needs quotes","Use 'LeaveRequest.Form.Session' instead of LeaveRequest.Form.Session"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\LeaveRequestScreen_SharePoint.yaml","264","- 'LeaveRequest.Form.DateRange.Container':","ProblematicControlPattern","LeaveRequest.Form.DateRange","8.12","Form control reference needs quotes","Use 'LeaveRequest.Form.DateRange' instead of LeaveRequest.Form.DateRange"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\LeaveRequestScreen_SharePoint.yaml","269","Y: ='LeaveRequest.Form.LeaveType.Container'.Y + 'LeaveRequest.Form.LeaveType.Container'.Height + Parent.Height * 0.03","ProblematicControlPattern","LeaveRequest.Form.LeaveType","8.12","Form control reference needs quotes","Use 'LeaveRequest.Form.LeaveType' instead of LeaveRequest.Form.LeaveType"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\LeaveRequestScreen_SharePoint.yaml","269","Y: ='LeaveRequest.Form.LeaveType.Container'.Y + 'LeaveRequest.Form.LeaveType.Container'.Height + Parent.Height * 0.03","ProblematicControlPattern","LeaveRequest.Form.LeaveType","8.12","Form control reference needs quotes","Use 'LeaveRequest.Form.LeaveType' instead of LeaveRequest.Form.LeaveType"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\LeaveRequestScreen_SharePoint.yaml","274","- 'LeaveRequest.Form.StartDate.Container':","ProblematicControlPattern","LeaveRequest.Form.StartDate","8.12","Form control reference needs quotes","Use 'LeaveRequest.Form.StartDate' instead of LeaveRequest.Form.StartDate"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\LeaveRequestScreen_SharePoint.yaml","283","- 'LeaveRequest.Form.StartDate.Input':","ProblematicControlPattern","LeaveRequest.Form.StartDate","8.12","Form control reference needs quotes","Use 'LeaveRequest.Form.StartDate' instead of LeaveRequest.Form.StartDate"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\LeaveRequestScreen_SharePoint.yaml","295","- 'LeaveRequest.Form.StartDate.Picker':","ProblematicControlPattern","LeaveRequest.Form.StartDate","8.12","Form control reference needs quotes","Use 'LeaveRequest.Form.StartDate' instead of LeaveRequest.Form.StartDate"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\LeaveRequestScreen_SharePoint.yaml","315","- 'LeaveRequest.Form.EndDate.Container':","ProblematicControlPattern","LeaveRequest.Form.EndDate","8.12","Form control reference needs quotes","Use 'LeaveRequest.Form.EndDate' instead of LeaveRequest.Form.EndDate"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\LeaveRequestScreen_SharePoint.yaml","324","- 'LeaveRequest.Form.EndDate.Input':","ProblematicControlPattern","LeaveRequest.Form.EndDate","8.12","Form control reference needs quotes","Use 'LeaveRequest.Form.EndDate' instead of LeaveRequest.Form.EndDate"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\LeaveRequestScreen_SharePoint.yaml","336","- 'LeaveRequest.Form.EndDate.Picker':","ProblematicControlPattern","LeaveRequest.Form.EndDate","8.12","Form control reference needs quotes","Use 'LeaveRequest.Form.EndDate' instead of LeaveRequest.Form.EndDate"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\LeaveRequestScreen_SharePoint.yaml","353","- 'LeaveRequest.Form.CalculatedDays.Container':","ProblematicControlPattern","LeaveRequest.Form.CalculatedDays","8.12","Form control reference needs quotes","Use 'LeaveRequest.Form.CalculatedDays' instead of LeaveRequest.Form.CalculatedDays"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\LeaveRequestScreen_SharePoint.yaml","358","Y: ='LeaveRequest.Form.DateRange.Container'.Y + 'LeaveRequest.Form.DateRange.Container'.Height + Parent.Height * 0.02","ProblematicControlPattern","LeaveRequest.Form.DateRange","8.12","Form control reference needs quotes","Use 'LeaveRequest.Form.DateRange' instead of LeaveRequest.Form.DateRange"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\LeaveRequestScreen_SharePoint.yaml","358","Y: ='LeaveRequest.Form.DateRange.Container'.Y + 'LeaveRequest.Form.DateRange.Container'.Height + Parent.Height * 0.02","ProblematicControlPattern","LeaveRequest.Form.DateRange","8.12","Form control reference needs quotes","Use 'LeaveRequest.Form.DateRange' instead of LeaveRequest.Form.DateRange"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\LeaveRequestScreen_SharePoint.yaml","365","- 'LeaveRequest.Form.CalculatedDays.Label':","ProblematicControlPattern","LeaveRequest.Form.CalculatedDays","8.12","Form control reference needs quotes","Use 'LeaveRequest.Form.CalculatedDays' instead of LeaveRequest.Form.CalculatedDays"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\LeaveRequestScreen_SharePoint.yaml","379","- 'LeaveRequest.Form.Reason.Container':","ProblematicControlPattern","LeaveRequest.Form.Reason","8.12","Form control reference needs quotes","Use 'LeaveRequest.Form.Reason' instead of LeaveRequest.Form.Reason"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\LeaveRequestScreen_SharePoint.yaml","384","Y: ='LeaveRequest.Form.CalculatedDays.Container'.Y + 'LeaveRequest.Form.CalculatedDays.Container'.Height + Parent.Height * 0.03","ProblematicControlPattern","LeaveRequest.Form.CalculatedDays","8.12","Form control reference needs quotes","Use 'LeaveRequest.Form.CalculatedDays' instead of LeaveRequest.Form.CalculatedDays"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\LeaveRequestScreen_SharePoint.yaml","384","Y: ='LeaveRequest.Form.CalculatedDays.Container'.Y + 'LeaveRequest.Form.CalculatedDays.Container'.Height + Parent.Height * 0.03","ProblematicControlPattern","LeaveRequest.Form.CalculatedDays","8.12","Form control reference needs quotes","Use 'LeaveRequest.Form.CalculatedDays' instead of LeaveRequest.Form.CalculatedDays"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\LeaveRequestScreen_SharePoint.yaml","388","- 'LeaveRequest.Form.Reason.Input':","ProblematicControlPattern","LeaveRequest.Form.Reason","8.12","Form control reference needs quotes","Use 'LeaveRequest.Form.Reason' instead of LeaveRequest.Form.Reason"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\LeaveRequestScreen_SharePoint.yaml","406","- 'LeaveRequest.Form.Handover.Container':","ProblematicControlPattern","LeaveRequest.Form.Handover","8.12","Form control reference needs quotes","Use 'LeaveRequest.Form.Handover' instead of LeaveRequest.Form.Handover"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\LeaveRequestScreen_SharePoint.yaml","411","Y: ='LeaveRequest.Form.Reason.Container'.Y + 'LeaveRequest.Form.Reason.Container'.Height + Parent.Height * 0.03","ProblematicControlPattern","LeaveRequest.Form.Reason","8.12","Form control reference needs quotes","Use 'LeaveRequest.Form.Reason' instead of LeaveRequest.Form.Reason"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\LeaveRequestScreen_SharePoint.yaml","411","Y: ='LeaveRequest.Form.Reason.Container'.Y + 'LeaveRequest.Form.Reason.Container'.Height + Parent.Height * 0.03","ProblematicControlPattern","LeaveRequest.Form.Reason","8.12","Form control reference needs quotes","Use 'LeaveRequest.Form.Reason' instead of LeaveRequest.Form.Reason"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\LeaveRequestScreen_SharePoint.yaml","416","- 'LeaveRequest.Form.HandoverPerson.Container':","ProblematicControlPattern","LeaveRequest.Form.HandoverPerson","8.12","Form control reference needs quotes","Use 'LeaveRequest.Form.HandoverPerson' instead of LeaveRequest.Form.HandoverPerson"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\LeaveRequestScreen_SharePoint.yaml","425","- 'LeaveRequest.Form.HandoverPerson.Input':","ProblematicControlPattern","LeaveRequest.Form.HandoverPerson","8.12","Form control reference needs quotes","Use 'LeaveRequest.Form.HandoverPerson' instead of LeaveRequest.Form.HandoverPerson"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\LeaveRequestScreen_SharePoint.yaml","437","- 'LeaveRequest.Form.HandoverPerson.Dropdown':","ProblematicControlPattern","LeaveRequest.Form.HandoverPerson","8.12","Form control reference needs quotes","Use 'LeaveRequest.Form.HandoverPerson' instead of LeaveRequest.Form.HandoverPerson"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\LeaveRequestScreen_SharePoint.yaml","448","- 'LeaveRequest.Form.HandoverContent.Container':","ProblematicControlPattern","LeaveRequest.Form.HandoverContent","8.12","Form control reference needs quotes","Use 'LeaveRequest.Form.HandoverContent' instead of LeaveRequest.Form.HandoverContent"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\LeaveRequestScreen_SharePoint.yaml","457","- 'LeaveRequest.Form.HandoverContent.Input':","ProblematicControlPattern","LeaveRequest.Form.HandoverContent","8.12","Form control reference needs quotes","Use 'LeaveRequest.Form.HandoverContent' instead of LeaveRequest.Form.HandoverContent"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\LeaveRequestScreen_SharePoint.yaml","599","Text: =""Đơn nghỉ phép của bạn đã được gửi và đang chờ phê duyệt. Bạn sẽ nhận được thông báo qua email khi có kết quả.""","UnquotedControlWithSpecialChars","qua email","7.1","Control name with special characters must be wrapped in single quotes","Use 'qua email' instead of qua email"
